Index,Video_ID,Stress_Score
1795,1796_1023_IEO_DIS_LO_stress_0.60,0.60
1796,1797_1023_IEO_DIS_MD_stress_0.70,0.70
1797,1798_1023_IEO_FEA_HI_stress_1.00,1.00
1798,1799_1023_IEO_FEA_LO_stress_0.80,0.80
1799,1800_1023_IEO_FEA_MD_stress_0.90,0.90
1800,1801_1023_IEO_HAP_HI_stress_0.00,0.00
1801,1802_1023_IEO_HAP_LO_stress_0.20,0.20
1802,1803_1023_IEO_HAP_MD_stress_0.10,0.10
1803,1804_1023_IEO_NEU_XX_stress_0.20,0.20
1804,1805_1023_IEO_SAD_HI_stress_0.90,0.90
1805,1806_1023_IEO_SAD_LO_stress_0.60,0.60
1806,1807_1023_IEO_SAD_MD_stress_0.75,0.75
1807,1808_1023_IOM_ANG_XX_stress_0.90,0.90
1808,1809_1023_IOM_DIS_XX_stress_0.70,0.70
1809,1810_1023_IOM_FEA_XX_stress_0.90,0.90
1810,1811_1023_IOM_HAP_XX_stress_0.10,0.10
1811,1812_1023_IOM_NEU_XX_stress_0.20,0.20
1812,1813_1023_IOM_SAD_XX_stress_0.75,0.75
1813,1814_1023_ITH_ANG_XX_stress_0.90,0.90
1814,1815_1023_ITH_DIS_XX_stress_0.70,0.70
1815,1816_1023_ITH_FEA_XX_stress_0.90,0.90
1816,1817_1023_ITH_HAP_XX_stress_0.10,0.10
1817,1818_1023_ITH_NEU_XX_stress_0.20,0.20
1818,1819_1023_ITH_SAD_XX_stress_0.75,0.75
1819,1820_1023_ITS_ANG_XX_stress_0.90,0.90
1820,1821_1023_ITS_DIS_XX_stress_0.70,0.70
1821,1822_1023_ITS_FEA_XX_stress_0.90,0.90
1822,1823_1023_ITS_HAP_XX_stress_0.10,0.10
1823,1824_1023_ITS_NEU_XX_stress_0.20,0.20
1824,1825_1023_ITS_SAD_XX_stress_0.75,0.75
1825,1826_1023_IWL_ANG_XX_stress_0.90,0.90
1826,1827_1023_IWL_DIS_XX_stress_0.70,0.70
1827,1828_1023_IWL_FEA_XX_stress_0.90,0.90
1828,1829_1023_IWL_HAP_XX_stress_0.10,0.10
1829,1830_1023_IWL_NEU_XX_stress_0.20,0.20
1830,1831_1023_IWL_SAD_XX_stress_0.75,0.75
1831,1832_1023_IWW_ANG_XX_stress_0.90,0.90
1832,1833_1023_IWW_DIS_XX_stress_0.70,0.70
1833,1834_1023_IWW_FEA_XX_stress_0.90,0.90
1834,1835_1023_IWW_HAP_XX_stress_0.10,0.10
1835,1836_1023_IWW_NEU_XX_stress_0.20,0.20
1836,1837_1023_IWW_SAD_XX_stress_0.75,0.75
1837,1838_1023_MTI_ANG_XX_stress_0.90,0.90
1838,1839_1023_MTI_DIS_XX_stress_0.70,0.70
1839,1840_1023_MTI_FEA_XX_stress_0.90,0.90
1840,1841_1023_MTI_HAP_XX_stress_0.10,0.10
1841,1842_1023_MTI_NEU_XX_stress_0.20,0.20
1842,1843_1023_MTI_SAD_XX_stress_0.75,0.75
1843,1844_1023_TAI_ANG_XX_stress_0.90,0.90
1844,1845_1023_TAI_DIS_XX_stress_0.70,0.70
1845,1846_1023_TAI_FEA_XX_stress_0.90,0.90
1846,1847_1023_TAI_HAP_XX_stress_0.10,0.10
1847,1848_1023_TAI_NEU_XX_stress_0.20,0.20
1848,1849_1023_TAI_SAD_XX_stress_0.75,0.75
1849,1850_1023_TIE_ANG_XX_stress_0.90,0.90
1850,1851_1023_TIE_DIS_XX_stress_0.70,0.70
1851,1852_1023_TIE_FEA_XX_stress_0.90,0.90
1852,1853_1023_TIE_HAP_XX_stress_0.10,0.10
1853,1854_1023_TIE_NEU_XX_stress_0.20,0.20
1854,1855_1023_TIE_SAD_XX_stress_0.75,0.75
1855,1856_1023_TSI_ANG_XX_stress_0.90,0.90
1856,1857_1023_TSI_DIS_XX_stress_0.70,0.70
1857,1858_1023_TSI_FEA_XX_stress_0.90,0.90
1858,1859_1023_TSI_HAP_XX_stress_0.10,0.10
1859,1860_1023_TSI_NEU_XX_stress_0.20,0.20
1860,1861_1023_TSI_SAD_XX_stress_0.75,0.75
1861,1862_1023_WSI_ANG_XX_stress_0.90,0.90
1862,1863_1023_WSI_DIS_XX_stress_0.70,0.70
1863,1864_1023_WSI_FEA_XX_stress_0.90,0.90
1864,1865_1023_WSI_HAP_XX_stress_0.10,0.10
1865,1866_1023_WSI_NEU_XX_stress_0.20,0.20
1866,1867_1023_WSI_SAD_XX_stress_0.75,0.75
1867,1868_1024_DFA_ANG_XX_stress_0.90,0.90
1868,1869_1024_DFA_DIS_XX_stress_0.70,0.70
1869,1870_1024_DFA_FEA_XX_stress_0.90,0.90
1870,1871_1024_DFA_HAP_XX_stress_0.10,0.10
1871,1872_1024_DFA_NEU_XX_stress_0.20,0.20
1872,1873_1024_DFA_SAD_XX_stress_0.75,0.75
1873,1874_1024_IEO_ANG_HI_stress_1.00,1.00
1874,1875_1024_IEO_ANG_LO_stress_0.80,0.80
1875,1876_1024_IEO_ANG_MD_stress_0.90,0.90
1876,1877_1024_IEO_DIS_HI_stress_0.80,0.80
1877,1878_1024_IEO_DIS_LO_stress_0.60,0.60
1878,1879_1024_IEO_DIS_MD_stress_0.70,0.70
1879,1880_1024_IEO_FEA_HI_stress_1.00,1.00
1880,1881_1024_IEO_FEA_LO_stress_0.80,0.80
1881,1882_1024_IEO_FEA_MD_stress_0.90,0.90
1882,1883_1024_IEO_HAP_HI_stress_0.00,0.00
1883,1884_1024_IEO_HAP_LO_stress_0.20,0.20
1884,1885_1024_IEO_HAP_MD_stress_0.10,0.10
1885,1886_1024_IEO_NEU_XX_stress_0.20,0.20
1886,1887_1024_IEO_SAD_HI_stress_0.90,0.90
1887,1888_1024_IEO_SAD_LO_stress_0.60,0.60
1888,1889_1024_IEO_SAD_MD_stress_0.75,0.75
1889,1890_1024_IOM_ANG_XX_stress_0.90,0.90
1890,1891_1024_IOM_DIS_XX_stress_0.70,0.70
1891,1892_1024_IOM_FEA_XX_stress_0.90,0.90
1892,1893_1024_IOM_HAP_XX_stress_0.10,0.10
1893,1894_1024_IOM_NEU_XX_stress_0.20,0.20
1894,1895_1024_IOM_SAD_XX_stress_0.75,0.75
1895,1896_1024_ITH_ANG_XX_stress_0.90,0.90
1896,1897_1024_ITH_DIS_XX_stress_0.70,0.70
1897,1898_1024_ITH_FEA_XX_stress_0.90,0.90
1898,1899_1024_ITH_HAP_XX_stress_0.10,0.10
1899,1900_1024_ITH_NEU_XX_stress_0.20,0.20
1900,1901_1024_ITH_SAD_XX_stress_0.75,0.75
1901,1902_1024_ITS_ANG_XX_stress_0.90,0.90
1902,1903_1024_ITS_DIS_XX_stress_0.70,0.70
1903,1904_1024_ITS_FEA_XX_stress_0.90,0.90
1904,1905_1024_ITS_HAP_XX_stress_0.10,0.10
1905,1906_1024_ITS_NEU_XX_stress_0.20,0.20
1906,1907_1024_ITS_SAD_XX_stress_0.75,0.75
1907,1908_1024_IWL_ANG_XX_stress_0.90,0.90
1908,1909_1024_IWL_DIS_XX_stress_0.70,0.70
1909,1910_1024_IWL_FEA_XX_stress_0.90,0.90
1910,1911_1024_IWL_HAP_XX_stress_0.10,0.10
1911,1912_1024_IWL_NEU_XX_stress_0.20,0.20
1912,1913_1024_IWL_SAD_XX_stress_0.75,0.75
1913,1914_1024_IWW_ANG_XX_stress_0.90,0.90
1914,1915_1024_IWW_DIS_XX_stress_0.70,0.70
1915,1916_1024_IWW_FEA_XX_stress_0.90,0.90
1916,1917_1024_IWW_HAP_XX_stress_0.10,0.10
1917,1918_1024_IWW_NEU_XX_stress_0.20,0.20
1918,1919_1024_IWW_SAD_XX_stress_0.75,0.75
1919,1920_1024_MTI_ANG_XX_stress_0.90,0.90
1920,1921_1024_MTI_DIS_XX_stress_0.70,0.70
1921,1922_1024_MTI_FEA_XX_stress_0.90,0.90
1922,1923_1024_MTI_HAP_XX_stress_0.10,0.10
1923,1924_1024_MTI_NEU_XX_stress_0.20,0.20
1924,1925_1024_MTI_SAD_XX_stress_0.75,0.75
1925,1926_1024_TAI_ANG_XX_stress_0.90,0.90
1926,1927_1024_TAI_DIS_XX_stress_0.70,0.70
1927,1928_1024_TAI_FEA_XX_stress_0.90,0.90
1928,1929_1024_TAI_HAP_XX_stress_0.10,0.10
1929,1930_1024_TAI_NEU_XX_stress_0.20,0.20
1930,1931_1024_TAI_SAD_XX_stress_0.75,0.75
1931,1932_1024_TIE_ANG_XX_stress_0.90,0.90
1932,1933_1024_TIE_DIS_XX_stress_0.70,0.70
1933,1934_1024_TIE_FEA_XX_stress_0.90,0.90
1934,1935_1024_TIE_HAP_XX_stress_0.10,0.10
1935,1936_1024_TIE_NEU_XX_stress_0.20,0.20
1936,1937_1024_TIE_SAD_XX_stress_0.75,0.75
1937,1938_1024_TSI_ANG_XX_stress_0.90,0.90
1938,1939_1024_TSI_DIS_XX_stress_0.70,0.70
1939,1940_1024_TSI_FEA_XX_stress_0.90,0.90
1940,1941_1024_TSI_HAP_XX_stress_0.10,0.10
1941,1942_1024_TSI_NEU_XX_stress_0.20,0.20
1942,1943_1024_TSI_SAD_XX_stress_0.75,0.75
1943,1944_1024_WSI_ANG_XX_stress_0.90,0.90
1944,1945_1024_WSI_DIS_XX_stress_0.70,0.70
1945,1946_1024_WSI_FEA_XX_stress_0.90,0.90
1946,1947_1024_WSI_HAP_XX_stress_0.10,0.10
1947,1948_1024_WSI_NEU_XX_stress_0.20,0.20
1948,1949_1024_WSI_SAD_XX_stress_0.75,0.75
1949,1950_1025_DFA_ANG_XX_stress_0.90,0.90
1950,1951_1025_DFA_DIS_XX_stress_0.70,0.70
1951,1952_1025_DFA_FEA_XX_stress_0.90,0.90
1952,1953_1025_DFA_HAP_XX_stress_0.10,0.10
1953,1954_1025_DFA_NEU_XX_stress_0.20,0.20
1954,1955_1025_DFA_SAD_XX_stress_0.75,0.75
1955,1956_1025_IEO_ANG_HI_stress_1.00,1.00
1956,1957_1025_IEO_ANG_LO_stress_0.80,0.80
1957,1958_1025_IEO_ANG_MD_stress_0.90,0.90
1958,1959_1025_IEO_DIS_HI_stress_0.80,0.80
1959,1960_1025_IEO_DIS_LO_stress_0.60,0.60
1960,1961_1025_IEO_DIS_MD_stress_0.70,0.70
1961,1962_1025_IEO_FEA_HI_stress_1.00,1.00
1962,1963_1025_IEO_FEA_LO_stress_0.80,0.80
1963,1964_1025_IEO_FEA_MD_stress_0.90,0.90
1964,1965_1025_IEO_HAP_HI_stress_0.00,0.00
1965,1966_1025_IEO_HAP_LO_stress_0.20,0.20
1966,1967_1025_IEO_HAP_MD_stress_0.10,0.10
1967,1968_1025_IEO_NEU_XX_stress_0.20,0.20
1968,1969_1025_IEO_SAD_HI_stress_0.90,0.90
1969,1970_1025_IEO_SAD_LO_stress_0.60,0.60
1970,1971_1025_IEO_SAD_MD_stress_0.75,0.75
1971,1972_1025_IOM_ANG_XX_stress_0.90,0.90
1972,1973_1025_IOM_DIS_XX_stress_0.70,0.70
1973,1974_1025_IOM_FEA_XX_stress_0.90,0.90
1974,1975_1025_IOM_HAP_XX_stress_0.10,0.10
1975,1976_1025_IOM_NEU_XX_stress_0.20,0.20
1976,1977_1025_IOM_SAD_XX_stress_0.75,0.75
1977,1978_1025_ITH_ANG_XX_stress_0.90,0.90
1978,1979_1025_ITH_DIS_XX_stress_0.70,0.70
1979,1980_1025_ITH_FEA_XX_stress_0.90,0.90
1980,1981_1025_ITH_HAP_XX_stress_0.10,0.10
1981,1982_1025_ITH_NEU_XX_stress_0.20,0.20
1982,1983_1025_ITH_SAD_XX_stress_0.75,0.75
1983,1984_1025_ITS_ANG_XX_stress_0.90,0.90
1984,1985_1025_ITS_DIS_XX_stress_0.70,0.70
1985,1986_1025_ITS_FEA_XX_stress_0.90,0.90
1986,1987_1025_ITS_HAP_XX_stress_0.10,0.10
1987,1988_1025_ITS_NEU_XX_stress_0.20,0.20
1988,1989_1025_ITS_SAD_XX_stress_0.75,0.75
1989,1990_1025_IWL_ANG_XX_stress_0.90,0.90
1990,1991_1025_IWL_DIS_XX_stress_0.70,0.70
1991,1992_1025_IWL_FEA_XX_stress_0.90,0.90
1992,1993_1025_IWL_HAP_XX_stress_0.10,0.10
1993,1994_1025_IWL_NEU_XX_stress_0.20,0.20
1994,1995_1025_IWL_SAD_XX_stress_0.75,0.75
1995,1996_1025_IWW_ANG_XX_stress_0.90,0.90
1996,1997_1025_IWW_DIS_XX_stress_0.70,0.70
1997,1998_1025_IWW_FEA_XX_stress_0.90,0.90
1998,1999_1025_IWW_HAP_XX_stress_0.10,0.10
1999,2000_1025_IWW_NEU_XX_stress_0.20,0.20
2000,2001_1025_IWW_SAD_XX_stress_0.75,0.75
2001,2002_1025_MTI_ANG_XX_stress_0.90,0.90
2002,2003_1025_MTI_DIS_XX_stress_0.70,0.70
2003,2004_1025_MTI_FEA_XX_stress_0.90,0.90
2004,2005_1025_MTI_HAP_XX_stress_0.10,0.10
2005,2006_1025_MTI_NEU_XX_stress_0.20,0.20
2006,2007_1025_MTI_SAD_XX_stress_0.75,0.75
2007,2008_1025_TAI_ANG_XX_stress_0.90,0.90
2008,2009_1025_TAI_DIS_XX_stress_0.70,0.70
2009,2010_1025_TAI_FEA_XX_stress_0.90,0.90
2010,2011_1025_TAI_HAP_XX_stress_0.10,0.10
2011,2012_1025_TAI_NEU_XX_stress_0.20,0.20
2012,2013_1025_TAI_SAD_XX_stress_0.75,0.75
2013,2014_1025_TIE_ANG_XX_stress_0.90,0.90
2014,2015_1025_TIE_DIS_XX_stress_0.70,0.70
2015,2016_1025_TIE_FEA_XX_stress_0.90,0.90
2016,2017_1025_TIE_HAP_XX_stress_0.10,0.10
2017,2018_1025_TIE_NEU_XX_stress_0.20,0.20
2018,2019_1025_TIE_SAD_XX_stress_0.75,0.75
2019,2020_1025_TSI_ANG_XX_stress_0.90,0.90
2020,2021_1025_TSI_DIS_XX_stress_0.70,0.70
2021,2022_1025_TSI_FEA_XX_stress_0.90,0.90
2022,2023_1025_TSI_HAP_XX_stress_0.10,0.10
2023,2024_1025_TSI_NEU_XX_stress_0.20,0.20
2024,2025_1025_TSI_SAD_XX_stress_0.75,0.75
2025,2026_1025_WSI_ANG_XX_stress_0.90,0.90
2026,2027_1025_WSI_DIS_XX_stress_0.70,0.70
2027,2028_1025_WSI_FEA_XX_stress_0.90,0.90
2028,2029_1025_WSI_HAP_XX_stress_0.10,0.10
2029,2030_1025_WSI_NEU_XX_stress_0.20,0.20
2030,2031_1025_WSI_SAD_XX_stress_0.75,0.75
2031,2032_1026_DFA_ANG_XX_stress_0.90,0.90
2032,2033_1026_DFA_DIS_XX_stress_0.70,0.70
2033,2034_1026_DFA_FEA_XX_stress_0.90,0.90
2034,2035_1026_DFA_HAP_XX_stress_0.10,0.10
2035,2036_1026_DFA_NEU_XX_stress_0.20,0.20
2036,2037_1026_DFA_SAD_XX_stress_0.75,0.75
2037,2038_1026_IEO_ANG_HI_stress_1.00,1.00
2038,2039_1026_IEO_ANG_LO_stress_0.80,0.80
2039,2040_1026_IEO_ANG_MD_stress_0.90,0.90
2040,2041_1026_IEO_DIS_HI_stress_0.80,0.80
2041,2042_1026_IEO_DIS_LO_stress_0.60,0.60
2042,2043_1026_IEO_DIS_MD_stress_0.70,0.70
2043,2044_1026_IEO_FEA_HI_stress_1.00,1.00
2044,2045_1026_IEO_FEA_LO_stress_0.80,0.80
2045,2046_1026_IEO_FEA_MD_stress_0.90,0.90
2046,2047_1026_IEO_HAP_HI_stress_0.00,0.00
2047,2048_1026_IEO_HAP_LO_stress_0.20,0.20
2048,2049_1026_IEO_HAP_MD_stress_0.10,0.10
2049,2050_1026_IEO_NEU_XX_stress_0.20,0.20
2050,2051_1026_IEO_SAD_HI_stress_0.90,0.90
2051,2052_1026_IEO_SAD_LO_stress_0.60,0.60
2052,2053_1026_IEO_SAD_MD_stress_0.75,0.75
2053,2054_1026_IOM_ANG_XX_stress_0.90,0.90
2054,2055_1026_IOM_DIS_XX_stress_0.70,0.70
2055,2056_1026_IOM_FEA_XX_stress_0.90,0.90
2056,2057_1026_IOM_HAP_XX_stress_0.10,0.10
2057,2058_1026_IOM_NEU_XX_stress_0.20,0.20
2058,2059_1026_IOM_SAD_XX_stress_0.75,0.75
2059,2060_1026_ITH_ANG_XX_stress_0.90,0.90
2060,2061_1026_ITH_DIS_XX_stress_0.70,0.70
2061,2062_1026_ITH_FEA_XX_stress_0.90,0.90
2062,2063_1026_ITH_HAP_XX_stress_0.10,0.10
2063,2064_1026_ITH_NEU_XX_stress_0.20,0.20
2064,2065_1026_ITH_SAD_XX_stress_0.75,0.75
2065,2066_1026_ITS_ANG_XX_stress_0.90,0.90
2066,2067_1026_ITS_DIS_XX_stress_0.70,0.70
2067,2068_1026_ITS_FEA_XX_stress_0.90,0.90
2068,2069_1026_ITS_HAP_XX_stress_0.10,0.10
2069,2070_1026_ITS_NEU_XX_stress_0.20,0.20
2070,2071_1026_ITS_SAD_XX_stress_0.75,0.75
2071,2072_1026_IWL_ANG_XX_stress_0.90,0.90
2072,2073_1026_IWL_DIS_XX_stress_0.70,0.70
2073,2074_1026_IWL_FEA_XX_stress_0.90,0.90
2074,2075_1026_IWL_HAP_XX_stress_0.10,0.10
2075,2076_1026_IWL_NEU_XX_stress_0.20,0.20
2076,2077_1026_IWL_SAD_XX_stress_0.75,0.75
2077,2078_1026_IWW_ANG_XX_stress_0.90,0.90
2078,2079_1026_IWW_DIS_XX_stress_0.70,0.70
2079,2080_1026_IWW_FEA_XX_stress_0.90,0.90
2080,2081_1026_IWW_HAP_XX_stress_0.10,0.10
2081,2082_1026_IWW_NEU_XX_stress_0.20,0.20
2082,2083_1026_IWW_SAD_XX_stress_0.75,0.75
2083,2084_1026_MTI_ANG_XX_stress_0.90,0.90
2084,2085_1026_MTI_DIS_XX_stress_0.70,0.70
2085,2086_1026_MTI_FEA_XX_stress_0.90,0.90
2086,2087_1026_MTI_HAP_XX_stress_0.10,0.10
2087,2088_1026_MTI_NEU_XX_stress_0.20,0.20
2088,2089_1026_MTI_SAD_XX_stress_0.75,0.75
2089,2090_1026_TAI_ANG_XX_stress_0.90,0.90
2090,2091_1026_TAI_DIS_XX_stress_0.70,0.70
2091,2092_1026_TAI_FEA_XX_stress_0.90,0.90
2092,2093_1026_TAI_HAP_XX_stress_0.10,0.10
2093,2094_1026_TAI_NEU_XX_stress_0.20,0.20
2094,2095_1026_TAI_SAD_XX_stress_0.75,0.75
2095,2096_1026_TIE_ANG_XX_stress_0.90,0.90
2096,2097_1026_TIE_DIS_XX_stress_0.70,0.70
2097,2098_1026_TIE_FEA_XX_stress_0.90,0.90
2098,2099_1026_TIE_HAP_XX_stress_0.10,0.10
2099,2100_1026_TIE_NEU_XX_stress_0.20,0.20
2100,2101_1026_TIE_SAD_XX_stress_0.75,0.75
2101,2102_1026_TSI_ANG_XX_stress_0.90,0.90
2102,2103_1026_TSI_DIS_XX_stress_0.70,0.70
2103,2104_1026_TSI_FEA_XX_stress_0.90,0.90
2104,2105_1026_TSI_HAP_XX_stress_0.10,0.10
2105,2106_1026_TSI_NEU_XX_stress_0.20,0.20
2106,2107_1026_TSI_SAD_XX_stress_0.75,0.75
2107,2108_1026_WSI_ANG_XX_stress_0.90,0.90
2108,2109_1026_WSI_DIS_XX_stress_0.70,0.70
2109,2110_1026_WSI_FEA_XX_stress_0.90,0.90
2110,2111_1026_WSI_HAP_XX_stress_0.10,0.10
2111,2112_1026_WSI_NEU_XX_stress_0.20,0.20
2112,2113_1026_WSI_SAD_XX_stress_0.75,0.75
2113,2114_1027_DFA_ANG_XX_stress_0.90,0.90
2114,2115_1027_DFA_DIS_XX_stress_0.70,0.70
2115,2116_1027_DFA_FEA_XX_stress_0.90,0.90
2116,2117_1027_DFA_HAP_XX_stress_0.10,0.10
2117,2118_1027_DFA_NEU_XX_stress_0.20,0.20
2118,2119_1027_DFA_SAD_XX_stress_0.75,0.75
2119,2120_1027_IEO_ANG_HI_stress_1.00,1.00
2120,2121_1027_IEO_ANG_LO_stress_0.80,0.80
2121,2122_1027_IEO_ANG_MD_stress_0.90,0.90
2122,2123_1027_IEO_DIS_HI_stress_0.80,0.80
2123,2124_1027_IEO_DIS_LO_stress_0.60,0.60
2124,2125_1027_IEO_DIS_MD_stress_0.70,0.70
2125,2126_1027_IEO_FEA_HI_stress_1.00,1.00
2126,2127_1027_IEO_FEA_LO_stress_0.80,0.80
2127,2128_1027_IEO_FEA_MD_stress_0.90,0.90
2128,2129_1027_IEO_HAP_HI_stress_0.00,0.00
2129,2130_1027_IEO_HAP_LO_stress_0.20,0.20
2130,2131_1027_IEO_HAP_MD_stress_0.10,0.10
2131,2132_1027_IEO_NEU_XX_stress_0.20,0.20
2132,2133_1027_IEO_SAD_HI_stress_0.90,0.90
2133,2134_1027_IEO_SAD_LO_stress_0.60,0.60
2134,2135_1027_IEO_SAD_MD_stress_0.75,0.75
2135,2136_1027_IOM_ANG_XX_stress_0.90,0.90
2136,2137_1027_IOM_DIS_XX_stress_0.70,0.70
2137,2138_1027_IOM_FEA_XX_stress_0.90,0.90
2138,2139_1027_IOM_HAP_XX_stress_0.10,0.10
2139,2140_1027_IOM_NEU_XX_stress_0.20,0.20
2140,2141_1027_IOM_SAD_XX_stress_0.75,0.75
2141,2142_1027_ITH_ANG_XX_stress_0.90,0.90
2142,2143_1027_ITH_DIS_XX_stress_0.70,0.70
2143,2144_1027_ITH_FEA_XX_stress_0.90,0.90
2144,2145_1027_ITH_HAP_XX_stress_0.10,0.10
2145,2146_1027_ITH_NEU_XX_stress_0.20,0.20
2146,2147_1027_ITH_SAD_XX_stress_0.75,0.75
2147,2148_1027_ITS_ANG_XX_stress_0.90,0.90
2148,2149_1027_ITS_DIS_XX_stress_0.70,0.70
2149,2150_1027_ITS_FEA_XX_stress_0.90,0.90
2150,2151_1027_ITS_HAP_XX_stress_0.10,0.10
2151,2152_1027_ITS_NEU_XX_stress_0.20,0.20
2152,2153_1027_ITS_SAD_XX_stress_0.75,0.75
2153,2154_1027_IWL_ANG_XX_stress_0.90,0.90
2154,2155_1027_IWL_DIS_XX_stress_0.70,0.70
2155,2156_1027_IWL_FEA_XX_stress_0.90,0.90
2156,2157_1027_IWL_HAP_XX_stress_0.10,0.10
2157,2158_1027_IWL_NEU_XX_stress_0.20,0.20
2158,2159_1027_IWL_SAD_XX_stress_0.75,0.75
2159,2160_1027_IWW_ANG_XX_stress_0.90,0.90
2160,2161_1027_IWW_DIS_XX_stress_0.70,0.70
2161,2162_1027_IWW_FEA_XX_stress_0.90,0.90
2162,2163_1027_IWW_HAP_XX_stress_0.10,0.10
2163,2164_1027_IWW_NEU_XX_stress_0.20,0.20
2164,2165_1027_IWW_SAD_XX_stress_0.75,0.75
2165,2166_1027_MTI_ANG_XX_stress_0.90,0.90
2166,2167_1027_MTI_DIS_XX_stress_0.70,0.70
2167,2168_1027_MTI_FEA_XX_stress_0.90,0.90
2168,2169_1027_MTI_HAP_XX_stress_0.10,0.10
2169,2170_1027_MTI_NEU_XX_stress_0.20,0.20
2170,2171_1027_MTI_SAD_XX_stress_0.75,0.75
2171,2172_1027_TAI_ANG_XX_stress_0.90,0.90
2172,2173_1027_TAI_DIS_XX_stress_0.70,0.70
2173,2174_1027_TAI_FEA_XX_stress_0.90,0.90
2174,2175_1027_TAI_HAP_XX_stress_0.10,0.10
2175,2176_1027_TAI_NEU_XX_stress_0.20,0.20
2176,2177_1027_TAI_SAD_XX_stress_0.75,0.75
2177,2178_1027_TIE_ANG_XX_stress_0.90,0.90
2178,2179_1027_TIE_DIS_XX_stress_0.70,0.70
2179,2180_1027_TIE_FEA_XX_stress_0.90,0.90
2180,2181_1027_TIE_HAP_XX_stress_0.10,0.10
2181,2182_1027_TIE_NEU_XX_stress_0.20,0.20
2182,2183_1027_TIE_SAD_XX_stress_0.75,0.75
2183,2184_1027_TSI_ANG_XX_stress_0.90,0.90
2184,2185_1027_TSI_DIS_XX_stress_0.70,0.70
2185,2186_1027_TSI_FEA_XX_stress_0.90,0.90
2186,2187_1027_TSI_HAP_XX_stress_0.10,0.10
2187,2188_1027_TSI_NEU_XX_stress_0.20,0.20
2188,2189_1027_TSI_SAD_XX_stress_0.75,0.75
2189,2190_1027_WSI_ANG_XX_stress_0.90,0.90
2190,2191_1027_WSI_DIS_XX_stress_0.70,0.70
2191,2192_1027_WSI_FEA_XX_stress_0.90,0.90
2192,2193_1027_WSI_HAP_XX_stress_0.10,0.10
2193,2194_1027_WSI_NEU_XX_stress_0.20,0.20
2194,2195_1027_WSI_SAD_XX_stress_0.75,0.75
2195,2196_1028_DFA_ANG_XX_stress_0.90,0.90
2196,2197_1028_DFA_DIS_XX_stress_0.70,0.70
2197,2198_1028_DFA_FEA_XX_stress_0.90,0.90
2198,2199_1028_DFA_HAP_XX_stress_0.10,0.10
2199,2200_1028_DFA_NEU_XX_stress_0.20,0.20
2200,2201_1028_DFA_SAD_XX_stress_0.75,0.75
2201,2202_1028_IEO_ANG_HI_stress_1.00,1.00
2202,2203_1028_IEO_ANG_LO_stress_0.80,0.80
2203,2204_1028_IEO_ANG_MD_stress_0.90,0.90
2204,2205_1028_IEO_DIS_HI_stress_0.80,0.80
2205,2206_1028_IEO_DIS_LO_stress_0.60,0.60
2206,2207_1028_IEO_DIS_MD_stress_0.70,0.70
2207,2208_1028_IEO_FEA_HI_stress_1.00,1.00
2208,2209_1028_IEO_FEA_LO_stress_0.80,0.80
2209,2210_1028_IEO_FEA_MD_stress_0.90,0.90
2210,2211_1028_IEO_HAP_HI_stress_0.00,0.00
2211,2212_1028_IEO_HAP_LO_stress_0.20,0.20
2212,2213_1028_IEO_HAP_MD_stress_0.10,0.10
2213,2214_1028_IEO_NEU_XX_stress_0.20,0.20
2214,2215_1028_IEO_SAD_HI_stress_0.90,0.90
2215,2216_1028_IEO_SAD_LO_stress_0.60,0.60
2216,2217_1028_IEO_SAD_MD_stress_0.75,0.75
2217,2218_1028_IOM_ANG_XX_stress_0.90,0.90
2218,2219_1028_IOM_DIS_XX_stress_0.70,0.70
2219,2220_1028_IOM_FEA_XX_stress_0.90,0.90
2220,2221_1028_IOM_HAP_XX_stress_0.10,0.10
2221,2222_1028_IOM_NEU_XX_stress_0.20,0.20
2222,2223_1028_IOM_SAD_XX_stress_0.75,0.75
2223,2224_1028_ITH_ANG_XX_stress_0.90,0.90
2224,2225_1028_ITH_DIS_XX_stress_0.70,0.70
2225,2226_1028_ITH_FEA_XX_stress_0.90,0.90
2226,2227_1028_ITH_HAP_XX_stress_0.10,0.10
2227,2228_1028_ITH_NEU_XX_stress_0.20,0.20
2228,2229_1028_ITH_SAD_XX_stress_0.75,0.75
2229,2230_1028_ITS_ANG_XX_stress_0.90,0.90
2230,2231_1028_ITS_DIS_XX_stress_0.70,0.70
2231,2232_1028_ITS_FEA_XX_stress_0.90,0.90
2232,2233_1028_ITS_HAP_XX_stress_0.10,0.10
2233,2234_1028_ITS_NEU_XX_stress_0.20,0.20
2234,2235_1028_ITS_SAD_XX_stress_0.75,0.75
2235,2236_1028_IWL_ANG_XX_stress_0.90,0.90
2236,2237_1028_IWL_DIS_XX_stress_0.70,0.70
2237,2238_1028_IWL_FEA_XX_stress_0.90,0.90
2238,2239_1028_IWL_HAP_XX_stress_0.10,0.10
2239,2240_1028_IWL_NEU_XX_stress_0.20,0.20
2240,2241_1028_IWL_SAD_XX_stress_0.75,0.75
2241,2242_1028_IWW_ANG_XX_stress_0.90,0.90
2242,2243_1028_IWW_DIS_XX_stress_0.70,0.70
2243,2244_1028_IWW_FEA_XX_stress_0.90,0.90
2244,2245_1028_IWW_HAP_XX_stress_0.10,0.10
2245,2246_1028_IWW_NEU_XX_stress_0.20,0.20
